"","target","Tm1","Tm2","Tm3","Tm4","Tm5"
"2004-05-21 05:00:00",881,888,889,875,937,1045
"2004-05-21 06:00:00",998,881,888,889,875,937
"2004-05-21 07:00:00",1517,998,881,888,889,875
"2004-05-21 08:00:00",1522,1517,998,881,888,889
"2004-05-21 09:00:00",1417,1522,1517,998,881,888
"2004-05-21 10:00:00",1329,1417,1522,1517,998,881
"2004-05-21 11:00:00",1203,1329,1417,1522,1517,998
"2004-05-21 12:00:00",1234,1203,1329,1417,1522,1517
"2004-05-21 13:00:00",1286,1234,1203,1329,1417,1522
"2004-05-21 14:00:00",1298,1286,1234,1203,1329,1417
"2004-05-21 15:00:00",1308,1298,1286,1234,1203,1329
"2004-05-21 16:00:00",1276,1308,1298,1286,1234,1203
"2004-05-21 17:00:00",1234,1276,1308,1298,1286,1234
"2004-05-21 18:00:00",1419,1234,1276,1308,1298,1286
"2004-05-21 19:00:00",1325,1419,1234,1276,1308,1298
"2004-05-21 20:00:00",1346,1325,1419,1234,1276,1308
"2004-05-21 21:00:00",1241,1346,1325,1419,1234,1276
"2004-05-21 22:00:00",1274,1241,1346,1325,1419,1234
"2004-05-21 23:00:00",1321,1274,1241,1346,1325,1419
"2004-05-22 00:00:00",1424,1321,1274,1241,1346,1325
"2004-05-22 01:00:00",1357,1424,1321,1274,1241,1346
"2004-05-22 02:00:00",1123,1357,1424,1321,1274,1241
"2004-05-22 03:00:00",1003,1123,1357,1424,1321,1274
"2004-05-22 04:00:00",951,1003,1123,1357,1424,1321
"2004-05-22 05:00:00",941,951,1003,1123,1357,1424
"2004-05-22 06:00:00",986,941,951,1003,1123,1357
"2004-05-22 07:00:00",1153,986,941,951,1003,1123
"2004-05-22 08:00:00",1323,1153,986,941,951,1003
"2004-05-22 09:00:00",1315,1323,1153,986,941,951
"2004-05-22 10:00:00",1303,1315,1323,1153,986,941
"2004-05-22 11:00:00",1238,1303,1315,1323,1153,986
"2004-05-22 12:00:00",1259,1238,1303,1315,1323,1153
"2004-05-22 13:00:00",1246,1259,1238,1303,1315,1323
"2004-05-22 14:00:00",1154,1246,1259,1238,1303,1315
"2004-05-22 15:00:00",1237,1154,1246,1259,1238,1303
"2004-05-22 16:00:00",1315,1237,1154,1246,1259,1238
"2004-05-22 17:00:00",1466,1315,1237,1154,1246,1259
"2004-05-22 18:00:00",1409,1466,1315,1237,1154,1246
"2004-05-22 19:00:00",1366,1409,1466,1315,1237,1154
"2004-05-22 20:00:00",1241,1366,1409,1466,1315,1237
"2004-05-22 21:00:00",1123,1241,1366,1409,1466,1315
"2004-05-22 22:00:00",1321,1123,1241,1366,1409,1466
"2004-05-22 23:00:00",1397,1321,1123,1241,1366,1409
"2004-05-23 00:00:00",1507,1397,1321,1123,1241,1366
"2004-05-23 01:00:00",1405,1507,1397,1321,1123,1241
"2004-05-23 02:00:00",1192,1405,1507,1397,1321,1123
"2004-05-23 03:00:00",1199,1192,1405,1507,1397,1321
"2004-05-23 04:00:00",973,1199,1192,1405,1507,1397
"2004-05-23 05:00:00",864,973,1199,1192,1405,1507
"2004-05-23 06:00:00",886,864,973,1199,1192,1405
"2004-05-23 07:00:00",988,886,864,973,1199,1192
"2004-05-23 08:00:00",1008,988,886,864,973,1199
"2004-05-23 09:00:00",976,1008,988,886,864,973
"2004-05-23 10:00:00",978,976,1008,988,886,864
"2004-05-23 11:00:00",987,978,976,1008,988,886
"2004-05-23 12:00:00",1030,987,978,976,1008,988
"2004-05-23 13:00:00",955,1030,987,978,976,1008
"2004-05-23 14:00:00",924,955,1030,987,978,976
"2004-05-23 15:00:00",1005,924,955,1030,987,978
"2004-05-23 16:00:00",1059,1005,924,955,1030,987
"2004-05-23 17:00:00",1079,1059,1005,924,955,1030
"2004-05-23 18:00:00",1070,1079,1059,1005,924,955
"2004-05-23 19:00:00",1085,1070,1079,1059,1005,924
"2004-05-23 20:00:00",1066,1085,1070,1079,1059,1005
"2004-05-23 21:00:00",1094,1066,1085,1070,1079,1059
"2004-05-23 22:00:00",1110,1094,1066,1085,1070,1079
"2004-05-23 23:00:00",968,1110,1094,1066,1085,1070
"2004-05-24 00:00:00",906,968,1110,1094,1066,1085
"2004-05-24 01:00:00",849,906,968,1110,1094,1066
"2004-05-24 02:00:00",774,849,906,968,1110,1094
"2004-05-24 03:00:00",746,774,849,906,968,1110
"2004-05-24 04:00:00",753,746,774,849,906,968
"2004-05-24 05:00:00",749,753,746,774,849,906
"2004-05-24 06:00:00",864,749,753,746,774,849
"2004-05-24 07:00:00",1002,864,749,753,746,774
"2004-05-24 08:00:00",970,1002,864,749,753,746
"2004-05-24 09:00:00",898,970,1002,864,749,753
"2004-05-24 10:00:00",847,898,970,1002,864,749
"2004-05-24 11:00:00",847,847,898,970,1002,864
"2004-05-24 12:00:00",871,847,847,898,970,1002
"2004-05-24 13:00:00",869,871,847,847,898,970
"2004-05-24 14:00:00",875,869,871,847,847,898
"2004-05-24 15:00:00",895,875,869,871,847,847
"2004-05-24 16:00:00",926,895,875,869,871,847
"2004-05-24 17:00:00",996,926,895,875,869,871
"2004-05-24 18:00:00",997,996,926,895,875,869
"2004-05-24 19:00:00",1006,997,996,926,895,875
"2004-05-24 20:00:00",895,1006,997,996,926,895
"2004-05-24 21:00:00",862,895,1006,997,996,926
"2004-05-24 22:00:00",858,862,895,1006,997,996
"2004-05-24 23:00:00",853,858,862,895,1006,997
"2004-05-25 00:00:00",859,853,858,862,895,1006
"2004-05-25 01:00:00",837,859,853,858,862,895
"2004-05-25 02:00:00",746,837,859,853,858,862
"2004-05-25 03:00:00",752,746,837,859,853,858
"2004-05-25 04:00:00",742,752,746,837,859,853
"2004-05-25 05:00:00",774,742,752,746,837,859
"2004-05-25 06:00:00",798,774,742,752,746,837
"2004-05-25 07:00:00",1002,798,774,742,752,746
"2004-05-25 08:00:00",1210,1002,798,774,742,752
"2004-05-25 09:00:00",1058,1210,1002,798,774,742
"2004-05-25 10:00:00",1106,1058,1210,1002,798,774
"2004-05-25 11:00:00",1153,1106,1058,1210,1002,798
"2004-05-25 12:00:00",1047,1153,1106,1058,1210,1002
"2004-05-25 13:00:00",1091,1047,1153,1106,1058,1210
"2004-05-25 14:00:00",1162,1091,1047,1153,1106,1058
"2004-05-25 15:00:00",1059,1162,1091,1047,1153,1106
"2004-05-25 16:00:00",1083,1059,1162,1091,1047,1153
"2004-05-25 17:00:00",1150,1083,1059,1162,1091,1047
"2004-05-25 18:00:00",1321,1150,1083,1059,1162,1091
"2004-05-25 19:00:00",1230.86271600306,1321,1150,1083,1059,1162
"2004-05-25 20:00:00",1156.70076669906,1230.86271600306,1321,1150,1083,1059
"2004-05-25 21:00:00",545.749534850765,1156.70076669906,1230.86271600306,1321,1150,1083
"2004-05-25 22:00:00",-53.9156844728059,545.749534850765,1156.70076669906,1230.86271600306,1321,1150
"2004-05-25 23:00:00",-105.778718086542,-53.9156844728059,545.749534850765,1156.70076669906,1230.86271600306,1321
"2004-05-26 00:00:00",-111.582511683604,-105.778718086542,-53.9156844728059,545.749534850765,1156.70076669906,1230.86271600306
"2004-05-26 01:00:00",3.45679287973646,-111.582511683604,-105.778718086542,-53.9156844728059,545.749534850765,1156.70076669906
"2004-05-26 02:00:00",6.82921153519104,3.45679287973646,-111.582511683604,-105.778718086542,-53.9156844728059,545.749534850765
"2004-05-26 03:00:00",-14.6071150924718,6.82921153519104,3.45679287973646,-111.582511683604,-105.778718086542,-53.9156844728059
"2004-05-26 04:00:00",20.8597170825737,-14.6071150924718,6.82921153519104,3.45679287973646,-111.582511683604,-105.778718086542
"2004-05-26 05:00:00",-9.56199348783835,20.8597170825737,-14.6071150924718,6.82921153519104,3.45679287973646,-111.582511683604
"2004-05-26 06:00:00",27.1568747621994,-9.56199348783835,20.8597170825737,-14.6071150924718,6.82921153519104,3.45679287973646
"2004-05-26 07:00:00",22.8367453159656,27.1568747621994,-9.56199348783835,20.8597170825737,-14.6071150924718,6.82921153519104
"2004-05-26 08:00:00",4.88850987078136,22.8367453159656,27.1568747621994,-9.56199348783835,20.8597170825737,-14.6071150924718
"2004-05-26 09:00:00",1303,4.88850987078136,22.8367453159656,27.1568747621994,-9.56199348783835,20.8597170825737
"2004-05-26 10:00:00",1137,1303,4.88850987078136,22.8367453159656,27.1568747621994,-9.56199348783835
"2004-05-26 11:00:00",1139,1137,1303,4.88850987078136,22.8367453159656,27.1568747621994
"2004-05-26 12:00:00",1099,1139,1137,1303,4.88850987078136,22.8367453159656
"2004-05-26 13:00:00",1088,1099,1139,1137,1303,4.88850987078136
"2004-05-26 14:00:00",1027,1088,1099,1139,1137,1303
"2004-05-26 15:00:00",1014,1027,1088,1099,1139,1137
"2004-05-26 16:00:00",969,1014,1027,1088,1099,1139
"2004-05-26 17:00:00",1120,969,1014,1027,1088,1099
"2004-05-26 18:00:00",1131,1120,969,1014,1027,1088
"2004-05-26 19:00:00",1130,1131,1120,969,1014,1027
"2004-05-26 20:00:00",1123,1130,1131,1120,969,1014
"2004-05-26 21:00:00",1069,1123,1130,1131,1120,969
"2004-05-26 22:00:00",1021,1069,1123,1130,1131,1120
"2004-05-26 23:00:00",1101,1021,1069,1123,1130,1131
"2004-05-27 00:00:00",1026,1101,1021,1069,1123,1130
"2004-05-27 01:00:00",949,1026,1101,1021,1069,1123
"2004-05-27 02:00:00",846,949,1026,1101,1021,1069
"2004-05-27 03:00:00",811,846,949,1026,1101,1021
"2004-05-27 04:00:00",803,811,846,949,1026,1101
"2004-05-27 05:00:00",882,803,811,846,949,1026
"2004-05-27 06:00:00",963,882,803,811,846,949
"2004-05-27 07:00:00",1413,963,882,803,811,846
"2004-05-27 08:00:00",1485,1413,963,882,803,811
"2004-05-27 09:00:00",1354,1485,1413,963,882,803
"2004-05-27 10:00:00",1074,1354,1485,1413,963,882
"2004-05-27 11:00:00",1022,1074,1354,1485,1413,963
"2004-05-27 12:00:00",1100,1022,1074,1354,1485,1413
"2004-05-27 13:00:00",1073,1100,1022,1074,1354,1485
"2004-05-27 14:00:00",1049,1073,1100,1022,1074,1354
"2004-05-27 15:00:00",1086,1049,1073,1100,1022,1074
"2004-05-27 16:00:00",1059,1086,1049,1073,1100,1022
"2004-05-27 17:00:00",1244,1059,1086,1049,1073,1100
"2004-05-27 18:00:00",1320,1244,1059,1086,1049,1073
"2004-05-27 19:00:00",1236,1320,1244,1059,1086,1049
"2004-05-27 20:00:00",1136,1236,1320,1244,1059,1086
"2004-05-27 21:00:00",1110,1136,1236,1320,1244,1059
"2004-05-27 22:00:00",1026,1110,1136,1236,1320,1244
"2004-05-27 23:00:00",1038,1026,1110,1136,1236,1320
"2004-05-28 00:00:00",975,1038,1026,1110,1136,1236
"2004-05-28 01:00:00",908,975,1038,1026,1110,1136
"2004-05-28 02:00:00",896,908,975,1038,1026,1110
"2004-05-28 03:00:00",810,896,908,975,1038,1026
"2004-05-28 04:00:00",789,810,896,908,975,1038
"2004-05-28 05:00:00",814,789,810,896,908,975
"2004-05-28 06:00:00",958,814,789,810,896,908
"2004-05-28 07:00:00",1213,958,814,789,810,896
"2004-05-28 08:00:00",1221,1213,958,814,789,810
"2004-05-28 09:00:00",1245,1221,1213,958,814,789
"2004-05-28 10:00:00",1050,1245,1221,1213,958,814
"2004-05-28 11:00:00",1048,1050,1245,1221,1213,958
"2004-05-28 12:00:00",1141,1048,1050,1245,1221,1213
"2004-05-28 13:00:00",1052,1141,1048,1050,1245,1221
"2004-05-28 14:00:00",1152,1052,1141,1048,1050,1245
"2004-05-28 15:00:00",1026,1152,1052,1141,1048,1050
"2004-05-28 16:00:00",1039,1026,1152,1052,1141,1048
"2004-05-28 17:00:00",1148,1039,1026,1152,1052,1141
"2004-05-28 18:00:00",1176,1148,1039,1026,1152,1052
"2004-05-28 19:00:00",1100,1176,1148,1039,1026,1152
"2004-05-28 20:00:00",1081,1100,1176,1148,1039,1026
"2004-05-28 21:00:00",976,1081,1100,1176,1148,1039
"2004-05-28 22:00:00",979,976,1081,1100,1176,1148
"2004-05-28 23:00:00",1092,979,976,1081,1100,1176
"2004-05-29 00:00:00",1044,1092,979,976,1081,1100
"2004-05-29 01:00:00",940,1044,1092,979,976,1081
"2004-05-29 02:00:00",892,940,1044,1092,979,976
"2004-05-29 03:00:00",838,892,940,1044,1092,979
"2004-05-29 04:00:00",853,838,892,940,1044,1092
"2004-05-29 05:00:00",738,853,838,892,940,1044
"2004-05-29 06:00:00",762,738,853,838,892,940
"2004-05-29 07:00:00",841,762,738,853,838,892
"2004-05-29 08:00:00",843,841,762,738,853,838
"2004-05-29 09:00:00",841,843,841,762,738,853
"2004-05-29 10:00:00",862,841,843,841,762,738
"2004-05-29 11:00:00",869,862,841,843,841,762
"2004-05-29 12:00:00",894,869,862,841,843,841
"2004-05-29 13:00:00",844,894,869,862,841,843
"2004-05-29 14:00:00",823,844,894,869,862,841
"2004-05-29 15:00:00",843,823,844,894,869,862
"2004-05-29 16:00:00",865,843,823,844,894,869
"2004-05-29 17:00:00",873,865,843,823,844,894
"2004-05-29 18:00:00",899,873,865,843,823,844
"2004-05-29 19:00:00",921,899,873,865,843,823
"2004-05-29 20:00:00",937,921,899,873,865,843
"2004-05-29 21:00:00",901,937,921,899,873,865
"2004-05-29 22:00:00",955,901,937,921,899,873
"2004-05-29 23:00:00",1065,955,901,937,921,899
"2004-05-30 00:00:00",1035,1065,955,901,937,921
"2004-05-30 01:00:00",956,1035,1065,955,901,937
"2004-05-30 02:00:00",869,956,1035,1065,955,901
"2004-05-30 03:00:00",831,869,956,1035,1065,955
"2004-05-30 04:00:00",815,831,869,956,1035,1065
"2004-05-30 05:00:00",781,815,831,869,956,1035
"2004-05-30 06:00:00",781,781,815,831,869,956
"2004-05-30 07:00:00",828,781,781,815,831,869
"2004-05-30 08:00:00",803,828,781,781,815,831
"2004-05-30 09:00:00",811,803,828,781,781,815
"2004-05-30 10:00:00",844,811,803,828,781,781
"2004-05-30 11:00:00",833,844,811,803,828,781
"2004-05-30 12:00:00",832,833,844,811,803,828
"2004-05-30 13:00:00",771,832,833,844,811,803
"2004-05-30 14:00:00",783,771,832,833,844,811
"2004-05-30 15:00:00",815,783,771,832,833,844
"2004-05-30 16:00:00",912,815,783,771,832,833
"2004-05-30 17:00:00",894,912,815,783,771,832
"2004-05-30 18:00:00",963,894,912,815,783,771
"2004-05-30 19:00:00",990,963,894,912,815,783
"2004-05-30 20:00:00",1025,990,963,894,912,815
"2004-05-30 21:00:00",997,1025,990,963,894,912
"2004-05-30 22:00:00",976,997,1025,990,963,894
"2004-05-30 23:00:00",878,976,997,1025,990,963
"2004-05-31 00:00:00",836,878,976,997,1025,990
"2004-05-31 01:00:00",855,836,878,976,997,1025
"2004-05-31 02:00:00",759,855,836,878,976,997
"2004-05-31 03:00:00",738,759,855,836,878,976
"2004-05-31 04:00:00",736,738,759,855,836,878
"2004-05-31 05:00:00",765,736,738,759,855,836
"2004-05-31 06:00:00",909,765,736,738,759,855
"2004-05-31 07:00:00",1108,909,765,736,738,759
"2004-05-31 08:00:00",1252,1108,909,765,736,738
"2004-05-31 09:00:00",1175,1252,1108,909,765,736
"2004-05-31 10:00:00",1111,1175,1252,1108,909,765
"2004-05-31 11:00:00",1044,1111,1175,1252,1108,909
"2004-05-31 12:00:00",1018,1044,1111,1175,1252,1108
"2004-05-31 13:00:00",1060,1018,1044,1111,1175,1252
"2004-05-31 14:00:00",1071,1060,1018,1044,1111,1175
"2004-05-31 15:00:00",1006,1071,1060,1018,1044,1111
"2004-05-31 16:00:00",1104,1006,1071,1060,1018,1044
"2004-05-31 17:00:00",1196,1104,1006,1071,1060,1018
"2004-05-31 18:00:00",1243,1196,1104,1006,1071,1060
"2004-05-31 19:00:00",1124,1243,1196,1104,1006,1071
"2004-05-31 20:00:00",1020,1124,1243,1196,1104,1006
"2004-05-31 21:00:00",1035,1020,1124,1243,1196,1104
"2004-05-31 22:00:00",986,1035,1020,1124,1243,1196
"2004-05-31 23:00:00",1017,986,1035,1020,1124,1243
"2004-06-01 00:00:00",922,1017,986,1035,1020,1124
"2004-06-01 01:00:00",830,922,1017,986,1035,1020
"2004-06-01 02:00:00",805,830,922,1017,986,1035
"2004-06-01 03:00:00",760,805,830,922,1017,986
"2004-06-01 04:00:00",783,760,805,830,922,1017
"2004-06-01 05:00:00",854,783,760,805,830,922
"2004-06-01 06:00:00",985,854,783,760,805,830
"2004-06-01 07:00:00",1225,985,854,783,760,805
"2004-06-01 08:00:00",1313,1225,985,854,783,760
"2004-06-01 09:00:00",1199,1313,1225,985,854,783
"2004-06-01 10:00:00",1182,1199,1313,1225,985,854
"2004-06-01 11:00:00",1173,1182,1199,1313,1225,985
"2004-06-01 12:00:00",1259,1173,1182,1199,1313,1225
"2004-06-01 13:00:00",1263,1259,1173,1182,1199,1313
"2004-06-01 14:00:00",1156,1263,1259,1173,1182,1199
"2004-06-01 15:00:00",1167,1156,1263,1259,1173,1182
"2004-06-01 16:00:00",1278,1167,1156,1263,1259,1173
"2004-06-01 17:00:00",1342,1278,1167,1156,1263,1259
"2004-06-01 18:00:00",1353,1342,1278,1167,1156,1263
"2004-06-01 19:00:00",1501,1353,1342,1278,1167,1156
"2004-06-01 20:00:00",1355,1501,1353,1342,1278,1167
"2004-06-01 21:00:00",1230,1355,1501,1353,1342,1278
"2004-06-01 22:00:00",1148,1230,1355,1501,1353,1342
"2004-06-01 23:00:00",1171,1148,1230,1355,1501,1353
"2004-06-02 00:00:00",1021,1171,1148,1230,1355,1501
"2004-06-02 01:00:00",964,1021,1171,1148,1230,1355
"2004-06-02 02:00:00",887,964,1021,1171,1148,1230
"2004-06-02 03:00:00",885,887,964,1021,1171,1148
"2004-06-02 04:00:00",830,885,887,964,1021,1171
"2004-06-02 05:00:00",792,830,885,887,964,1021
"2004-06-02 06:00:00",813,792,830,885,887,964
"2004-06-02 07:00:00",890,813,792,830,885,887
"2004-06-02 08:00:00",984,890,813,792,830,885
"2004-06-02 09:00:00",1043,984,890,813,792,830
"2004-06-02 10:00:00",1054,1043,984,890,813,792
"2004-06-02 11:00:00",1063,1054,1043,984,890,813
"2004-06-02 12:00:00",978,1063,1054,1043,984,890
"2004-06-02 13:00:00",887,978,1063,1054,1043,984
"2004-06-02 14:00:00",887,887,978,1063,1054,1043
"2004-06-02 15:00:00",977,887,887,978,1063,1054
"2004-06-02 16:00:00",1043,977,887,887,978,1063
"2004-06-02 17:00:00",1010,1043,977,887,887,978
"2004-06-02 18:00:00",1094,1010,1043,977,887,887
"2004-06-02 19:00:00",1223,1094,1010,1043,977,887
"2004-06-02 20:00:00",1109,1223,1094,1010,1043,977
"2004-06-02 21:00:00",1026,1109,1223,1094,1010,1043
"2004-06-02 22:00:00",1036,1026,1109,1223,1094,1010
"2004-06-02 23:00:00",963,1036,1026,1109,1223,1094
"2004-06-03 00:00:00",996,963,1036,1026,1109,1223
"2004-06-03 01:00:00",999,996,963,1036,1026,1109
"2004-06-03 02:00:00",893,999,996,963,1036,1026
"2004-06-03 03:00:00",730,893,999,996,963,1036
"2004-06-03 04:00:00",753,730,893,999,996,963
"2004-06-03 05:00:00",825,753,730,893,999,996
"2004-06-03 06:00:00",1012,825,753,730,893,999
"2004-06-03 07:00:00",1221,1012,825,753,730,893
"2004-06-03 08:00:00",1215,1221,1012,825,753,730
"2004-06-03 09:00:00",1234,1215,1221,1012,825,753
"2004-06-03 10:00:00",1138,1234,1215,1221,1012,825
"2004-06-03 11:00:00",987,1138,1234,1215,1221,1012
"2004-06-03 12:00:00",980,987,1138,1234,1215,1221
"2004-06-03 13:00:00",966,980,987,1138,1234,1215
"2004-06-03 14:00:00",905,966,980,987,1138,1234
"2004-06-03 15:00:00",903,905,966,980,987,1138
"2004-06-03 16:00:00",914,903,905,966,980,987
"2004-06-03 17:00:00",1050,914,903,905,966,980
"2004-06-03 18:00:00",1043,1050,914,903,905,966
"2004-06-03 19:00:00",1125,1043,1050,914,903,905
"2004-06-03 20:00:00",1058,1125,1043,1050,914,903
"2004-06-03 21:00:00",951,1058,1125,1043,1050,914
"2004-06-03 22:00:00",944,951,1058,1125,1043,1050
"2004-06-03 23:00:00",959,944,951,1058,1125,1043
"2004-06-04 00:00:00",974,959,944,951,1058,1125
"2004-06-04 01:00:00",880,974,959,944,951,1058
"2004-06-04 02:00:00",853,880,974,959,944,951
"2004-06-04 03:00:00",912,853,880,974,959,944
"2004-06-04 04:00:00",863,912,853,880,974,959
"2004-06-04 05:00:00",729,863,912,853,880,974
"2004-06-04 06:00:00",830,729,863,912,853,880
"2004-06-04 07:00:00",1198,830,729,863,912,853
"2004-06-04 08:00:00",971,1198,830,729,863,912
"2004-06-04 09:00:00",885,971,1198,830,729,863
"2004-06-04 10:00:00",862,885,971,1198,830,729
"2004-06-04 11:00:00",892,862,885,971,1198,830
"2004-06-04 12:00:00",933,892,862,885,971,1198
"2004-06-04 13:00:00",975,933,892,862,885,971
"2004-06-04 14:00:00",927,975,933,892,862,885
"2004-06-04 15:00:00",993,927,975,933,892,862
"2004-06-04 16:00:00",1053,993,927,975,933,892
"2004-06-04 17:00:00",1116,1053,993,927,975,933
"2004-06-04 18:00:00",1097,1116,1053,993,927,975
"2004-06-04 19:00:00",1116,1097,1116,1053,993,927
"2004-06-04 20:00:00",1057,1116,1097,1116,1053,993
"2004-06-04 21:00:00",973,1057,1116,1097,1116,1053
"2004-06-04 22:00:00",1016,973,1057,1116,1097,1116
"2004-06-04 23:00:00",1120,1016,973,1057,1116,1097
"2004-06-05 00:00:00",1076,1120,1016,973,1057,1116
"2004-06-05 01:00:00",937,1076,1120,1016,973,1057
"2004-06-05 02:00:00",980,937,1076,1120,1016,973
"2004-06-05 03:00:00",937,980,937,1076,1120,1016
"2004-06-05 04:00:00",852,937,980,937,1076,1120
"2004-06-05 05:00:00",858,852,937,980,937,1076
"2004-06-05 06:00:00",963,858,852,937,980,937
"2004-06-05 07:00:00",966,963,858,852,937,980
"2004-06-05 08:00:00",983,966,963,858,852,937
"2004-06-05 09:00:00",990,983,966,963,858,852
"2004-06-05 10:00:00",891,990,983,966,963,858
"2004-06-05 11:00:00",883,891,990,983,966,963
"2004-06-05 12:00:00",914,883,891,990,983,966
"2004-06-05 13:00:00",896,914,883,891,990,983
"2004-06-05 14:00:00",841,896,914,883,891,990
"2004-06-05 15:00:00",926,841,896,914,883,891
"2004-06-05 16:00:00",1133,926,841,896,914,883
"2004-06-05 17:00:00",1042,1133,926,841,896,914
"2004-06-05 18:00:00",1124,1042,1133,926,841,896
"2004-06-05 19:00:00",1157,1124,1042,1133,926,841
"2004-06-05 20:00:00",989,1157,1124,1042,1133,926
"2004-06-05 21:00:00",841,989,1157,1124,1042,1133
"2004-06-05 22:00:00",916,841,989,1157,1124,1042
"2004-06-05 23:00:00",1008,916,841,989,1157,1124
"2004-06-06 00:00:00",895,1008,916,841,989,1157
"2004-06-06 01:00:00",810,895,1008,916,841,989
"2004-06-06 02:00:00",968,810,895,1008,916,841
"2004-06-06 03:00:00",922,968,810,895,1008,916
"2004-06-06 04:00:00",892,922,968,810,895,1008
"2004-06-06 05:00:00",806,892,922,968,810,895
"2004-06-06 06:00:00",827,806,892,922,968,810
"2004-06-06 07:00:00",881,827,806,892,922,968
"2004-06-06 08:00:00",877,881,827,806,892,922
"2004-06-06 09:00:00",784,877,881,827,806,892
"2004-06-06 10:00:00",806,784,877,881,827,806
"2004-06-06 11:00:00",775,806,784,877,881,827
"2004-06-06 12:00:00",773,775,806,784,877,881
"2004-06-06 13:00:00",734,773,775,806,784,877
"2004-06-06 14:00:00",757,734,773,775,806,784
"2004-06-06 15:00:00",817,757,734,773,775,806
"2004-06-06 16:00:00",815,817,757,734,773,775
"2004-06-06 17:00:00",844,815,817,757,734,773
"2004-06-06 18:00:00",880,844,815,817,757,734
"2004-06-06 19:00:00",906,880,844,815,817,757
"2004-06-06 20:00:00",904,906,880,844,815,817
"2004-06-06 21:00:00",877,904,906,880,844,815
"2004-06-06 22:00:00",918,877,904,906,880,844
"2004-06-06 23:00:00",930,918,877,904,906,880
"2004-06-07 00:00:00",870,930,918,877,904,906
"2004-06-07 01:00:00",793,870,930,918,877,904
"2004-06-07 02:00:00",760,793,870,930,918,877
"2004-06-07 03:00:00",733,760,793,870,930,918
"2004-06-07 04:00:00",726,733,760,793,870,930
"2004-06-07 05:00:00",732,726,733,760,793,870
"2004-06-07 06:00:00",933,732,726,733,760,793
"2004-06-07 07:00:00",1061,933,732,726,733,760
"2004-06-07 08:00:00",1201,1061,933,732,726,733
"2004-06-07 09:00:00",1065,1201,1061,933,732,726
"2004-06-07 10:00:00",1075,1065,1201,1061,933,732
"2004-06-07 11:00:00",998,1075,1065,1201,1061,933
"2004-06-07 12:00:00",922,998,1075,1065,1201,1061
"2004-06-07 13:00:00",1023,922,998,1075,1065,1201
"2004-06-07 14:00:00",1039,1023,922,998,1075,1065
"2004-06-07 15:00:00",1054,1039,1023,922,998,1075
"2004-06-07 16:00:00",1022,1054,1039,1023,922,998
"2004-06-07 17:00:00",1082,1022,1054,1039,1023,922
"2004-06-07 18:00:00",1056,1082,1022,1054,1039,1023
"2004-06-07 19:00:00",1243,1056,1082,1022,1054,1039
"2004-06-07 20:00:00",1029,1243,1056,1082,1022,1054
"2004-06-07 21:00:00",1004,1029,1243,1056,1082,1022
"2004-06-07 22:00:00",979,1004,1029,1243,1056,1082
"2004-06-07 23:00:00",972,979,1004,1029,1243,1056
"2004-06-08 00:00:00",942,972,979,1004,1029,1243
"2004-06-08 01:00:00",825,942,972,979,1004,1029
"2004-06-08 02:00:00",780,825,942,972,979,1004
"2004-06-08 03:00:00",746,780,825,942,972,979
"2004-06-08 04:00:00",734,746,780,825,942,972
"2004-06-08 05:00:00",785,734,746,780,825,942
"2004-06-08 06:00:00",946,785,734,746,780,825
"2004-06-08 07:00:00",1201,946,785,734,746,780
"2004-06-08 08:00:00",1377,1201,946,785,734,746
"2004-06-08 09:00:00",1346,1377,1201,946,785,734
"2004-06-08 10:00:00",1230,1346,1377,1201,946,785
"2004-06-08 11:00:00",1160,1230,1346,1377,1201,946
"2004-06-08 12:00:00",1146,1160,1230,1346,1377,1201
"2004-06-08 13:00:00",1078,1146,1160,1230,1346,1377
"2004-06-08 14:00:00",1111,1078,1146,1160,1230,1346
"2004-06-08 15:00:00",1083,1111,1078,1146,1160,1230
"2004-06-08 16:00:00",1056,1083,1111,1078,1146,1160
"2004-06-08 17:00:00",1220,1056,1083,1111,1078,1146
"2004-06-08 18:00:00",1268,1220,1056,1083,1111,1078
"2004-06-08 19:00:00",1256,1268,1220,1056,1083,1111
"2004-06-08 20:00:00",1213,1256,1268,1220,1056,1083
"2004-06-08 21:00:00",1145,1213,1256,1268,1220,1056
"2004-06-08 22:00:00",1050,1145,1213,1256,1268,1220
"2004-06-08 23:00:00",972,1050,1145,1213,1256,1268
"2004-06-09 00:00:00",1020,972,1050,1145,1213,1256
"2004-06-09 01:00:00",934,1020,972,1050,1145,1213
"2004-06-09 02:00:00",914,934,1020,972,1050,1145
"2004-06-09 03:00:00",824,914,934,1020,972,1050
"2004-06-09 04:00:00",817,824,914,934,1020,972
"2004-06-09 05:00:00",833,817,824,914,934,1020
"2004-06-09 06:00:00",935,833,817,824,914,934
"2004-06-09 07:00:00",1297,935,833,817,824,914
"2004-06-09 08:00:00",1496,1297,935,833,817,824
"2004-06-09 09:00:00",1201,1496,1297,935,833,817
"2004-06-09 10:00:00",1267,1201,1496,1297,935,833
"2004-06-09 11:00:00",1224,1267,1201,1496,1297,935
"2004-06-09 12:00:00",1247,1224,1267,1201,1496,1297
"2004-06-09 13:00:00",1183,1247,1224,1267,1201,1496
"2004-06-09 14:00:00",1078,1183,1247,1224,1267,1201
